
Normalized Power Iteration Method
Iteration	Eigen Value	Eigen Vector
................................................................
498		4.105291	0.062811 0.087041 0.018252 1.000000 
499		4.105293	0.062817 0.087040 0.018251 1.000000 
500		4.105291	0.062811 0.087041 0.018252 1.000000 
501		4.105293	0.062817 0.087040 0.018251 1.000000 
502		4.105291	0.062811 0.087041 0.018252 1.000000 
503		4.105293	0.062817 0.087040 0.018251 1.000000 
504		4.105291	0.062811 0.087041 0.018252 1.000000 
505		4.105293	0.062817 0.087040 0.018251 1.000000 
506		4.105291	0.062811 0.087041 0.018252 1.000000 
507		4.105293	0.062817 0.087040 0.018251 1.000000 
508		4.105291	0.062811 0.087041 0.018252 1.000000 
509		4.105293	0.062817 0.087040 0.018251 1.000000 
510		4.105291	0.062811 0.087041 0.018252 1.000000 
511		4.105293	0.062817 0.087040 0.018251 1.000000 
512		4.105291	0.062811 0.087041 0.018252 1.000000 
513		4.105293	0.062816 0.087040 0.018251 1.000000 
514		4.105291	0.062812 0.087041 0.018252 1.000000 
515		4.105293	0.062816 0.087040 0.018251 1.000000 
516		4.105291	0.062812 0.087041 0.018252 1.000000 
517		4.105293	0.062816 0.087040 0.018251 1.000000 
518		4.105291	0.062812 0.087041 0.018252 1.000000 
519		4.105293	0.062816 0.087040 0.018251 1.000000 
520		4.105291	0.062812 0.087041 0.018252 1.000000 
521		4.105293	0.062816 0.087040 0.018251 1.000000 
522		4.105291	0.062812 0.087041 0.018252 1.000000 
523		4.105292	0.062816 0.087040 0.018251 1.000000 
524		4.105291	0.062812 0.087041 0.018252 1.000000 
525		4.105292	0.062816 0.087040 0.018251 1.000000 
526		4.105291	0.062812 0.087041 0.018252 1.000000 
527		4.105292	0.062816 0.087040 0.018251 1.000000 
528		4.105291	0.062812 0.087041 0.018252 1.000000 
529		4.105292	0.062816 0.087040 0.018251 1.000000 
530		4.105291	0.062812 0.087041 0.018252 1.000000 
531		4.105292	0.062816 0.087040 0.018251 1.000000 
532		4.105291	0.062812 0.087041 0.018252 1.000000 
533		4.105292	0.062816 0.087040 0.018251 1.000000 
534		4.105291	0.062812 0.087041 0.018252 1.000000 
535		4.105292	0.062816 0.087040 0.018251 1.000000 
536		4.105291	0.062812 0.087041 0.018252 1.000000 
537		4.105292	0.062816 0.087040 0.018251 1.000000 
538		4.105291	0.062812 0.087041 0.018252 1.000000 
539		4.105292	0.062815 0.087040 0.018251 1.000000 
540		4.105291	0.062813 0.087041 0.018252 1.000000 
541		4.105292	0.062815 0.087040 0.018251 1.000000 
542		4.105291	0.062813 0.087041 0.018251 1.000000 
543		4.105292	0.062815 0.087040 0.018251 1.000000 

Inverse Iteration Method
Iteration	Eigen Value	Eigen Vector
...............................................................................................
1		4.105291	0.062815 0.087040 0.018251 1.000000 
2		4.105292	0.062813 0.087041 0.018252 1.000000 
3		4.105291	0.062815 0.087040 0.018251 1.000000 
4		4.105292	0.062812 0.087041 0.018252 1.000000 
5		4.105291	0.062816 0.087040 0.018252 1.000000 
